attendance,marks,study_hours,distance_from_home,annual_income,previous_marks,backlogs,assignments_completed,participation,dropout
92,84,6,19,228840,56,3,79,1,0
68,93,6,10,162740,92,0,50,2,0
42,39,1,15,413073,93,1,85,7,1
61,85,1,4,132827,61,0,87,1,0
38,41,1,14,126209,38,1,82,5,1
69,62,5,5,598506,40,1,90,1,0
49,46,3,15,197654,99,3,93,6,1
92,90,7,15,995379,59,1,81,7,0
73,39,1,16,173396,44,0,65,8,1
67,60,3,16,310033,88,2,79,3,0
89,89,3,4,999686,77,4,50,3,1
77,99,2,9,321519,89,4,64,1,0
47,46,4,1,265432,97,0,79,3,1
45,79,5,5,350140,86,2,64,5,0
84,66,3,9,704288,93,1,59,6,0
68,91,7,5,589339,83,0,81,3,0
97,58,5,4,663153,83,1,88,4,0
88,61,2,16,761818,88,3,94,5,0
91,40,1,2,895583,68,2,50,5,1
42,35,6,16,810229,44,4,83,9,1
35,64,3,18,333542,57,0,49,8,0
89,62,4,2,434168,65,4,91,1,0
43,47,6,16,517757,83,1,88,2,1
83,66,2,1,748289,46,1,42,5,0
33,42,5,16,515019,51,3,78,3,1
68,93,7,3,143183,65,1,66,7,0
54,30,1,15,800136,58,1,74,6,1
61,92,5,11,948755,84,4,88,2,0
88,63,4,10,486122,71,4,94,8,0
92,39,3,17,190254,61,0,79,5,0
67,36,4,4,766530,43,0,70,6,1
82,85,5,17,314038,47,1,60,8,0
96,66,5,4,671572,67,2,61,6,0
57,58,6,19,764620,63,0,58,3,1
32,41,4,1,500852,74,1,53,7,1
51,46,4,14,202491,61,4,76,4,1
67,77,4,11,136108,96,3,90,6,0
91,55,1,7,335553,92,4,84,6,0
86,41,7,17,874821,84,4,89,5,1
35,50,5,4,902373,72,3,62,1,1
61,71,2,10,824331,51,4,65,8,0
39,90,1,17,697124,97,0,82,2,1
32,87,1,4,614806,58,4,94,4,1
88,83,1,19,866333,69,3,83,3,1
78,63,6,18,449863,74,1,79,6,0
88,36,7,17,264805,39,1,51,1,1
60,64,7,6,631732,74,1,40,9,0
98,44,2,7,453435,46,3,89,5,1
91,94,4,6,340002,31,3,73,5,0
81,54,6,12,188598,46,0,83,4,0
70,88,5,9,884583,67,3,58,4,0
60,35,3,18,690324,66,1,62,1,0
51,81,6,2,104554,92,3,46,9,1
33,50,3,17,649833,34,2,46,9,1
42,61,5,1,492889,54,4,40,4,1
74,82,2,9,424115,51,0,57,4,0
71,88,7,6,408203,92,1,47,7,0
78,98,3,2,499987,64,1,64,4,0
49,91,1,6,576251,84,2,81,1,1
83,33,6,9,169468,49,0,68,9,0
65,47,3,3,650343,34,4,62,2,1
30,85,5,16,530418,68,0,68,5,0
44,53,7,15,889999,92,0,40,4,1
46,95,1,12,560410,61,1,54,8,1
53,42,3,8,798196,92,3,54,6,1
87,91,7,6,861608,69,4,67,7,0
52,83,5,3,126627,46,0,75,2,1
75,44,2,4,269640,61,2,81,4,0
37,98,5,10,785345,52,1,79,4,0
88,32,2,14,179944,89,3,71,2,1
88,66,7,15,195368,85,3,85,4,0
42,66,7,7,665073,38,1,52,9,1
68,32,1,7,526954,98,0,60,8,0
57,92,5,8,648492,91,1,88,1,0
90,64,4,10,116643,93,3,78,8,0
45,81,6,19,432705,51,3,77,9,1
31,57,4,19,137126,61,2,48,8,1
46,47,4,2,158126,76,2,59,1,1
59,65,4,15,444568,31,3,59,8,1
42,62,6,1,224453,81,2,47,5,1
42,93,4,10,407402,43,2,53,9,1
72,55,2,6,920959,66,2,59,9,0
50,77,5,13,386042,56,3,74,6,1
84,69,7,10,343677,53,0,94,3,0
69,46,1,12,573139,93,0,84,7,1
44,69,4,6,801795,99,4,60,3,1
81,36,7,6,628082,55,2,80,7,0
82,86,4,1,562342,83,0,92,8,0
81,37,1,12,243404,44,4,80,5,1
59,85,1,10,336346,58,1,93,5,1
62,60,4,14,633881,57,2,61,4,0
86,88,2,15,420276,88,0,82,3,0
81,87,7,4,588859,50,0,45,8,0
38,41,1,1,220973,39,0,94,6,1
83,77,5,8,725921,33,4,83,6,0
30,60,7,3,635324,91,1,66,2,1
73,92,5,14,456241,33,2,43,4,0
38,68,7,17,835268,35,0,43,5,1
61,49,2,2,415308,45,3,96,5,1
44,77,6,15,250423,67,2,67,3,0
41,83,3,6,326935,78,3,94,5,1
86,58,2,5,682701,90,4,66,5,0
37,77,4,14,904491,94,0,97,2,0
56,85,3,19,913620,79,2,93,5,0
91,46,4,9,350156,46,2,56,3,1
41,38,5,8,985023,57,0,78,3,1
94,63,1,3,870833,73,1,77,5,0
71,74,7,18,298924,41,4,99,9,0
91,38,4,8,706083,99,0,91,2,0
40,36,5,16,877277,32,2,68,9,1
72,45,2,15,111829,78,1,79,3,0
46,48,4,15,435817,50,2,46,7,1
61,35,5,16,386646,37,3,47,1,1
69,40,1,1,520420,93,2,80,1,1
52,90,7,10,363409,88,4,72,8,1
85,71,4,19,791111,59,0,71,9,0
35,42,6,5,581037,61,2,74,3,1
79,41,5,18,409601,49,3,57,6,1
66,49,4,3,671163,45,3,90,3,1
93,79,1,4,946791,54,0,98,6,0
83,65,7,4,599663,89,3,82,7,0
78,98,4,11,206334,74,0,55,5,0
40,66,4,9,222950,38,4,57,3,1
78,41,7,1,604642,80,0,98,8,0
50,69,6,16,788739,90,1,77,5,0
95,83,5,9,352988,69,3,64,1,0
92,31,3,11,950534,90,3,73,9,1
57,79,7,6,463971,96,2,43,3,1
46,70,4,17,810024,44,1,44,2,1
35,74,3,12,611606,82,2,92,3,0
48,38,2,8,454832,33,0,53,7,1
85,91,4,16,302032,52,4,40,8,0
57,76,3,5,616286,56,3,61,2,1
95,34,2,1,568691,66,4,85,7,1
67,30,6,17,945901,72,0,60,5,0
66,73,5,8,457933,66,0,52,9,0
97,51,4,10,527612,58,1,93,7,0
78,67,5,18,375320,58,2,87,1,0
72,48,2,15,689324,78,3,75,1,1
65,60,5,13,632195,80,3,68,6,0
87,96,5,10,627660,79,4,98,9,0
42,71,7,9,782932,57,1,77,1,0
81,55,1,13,386736,34,0,48,3,0
87,42,2,3,732381,85,1,72,5,0
61,87,5,3,360529,93,3,61,4,0
89,47,3,1,256714,46,2,56,1,1
87,96,2,2,365283,84,4,99,4,0
85,32,1,11,701467,38,0,62,4,1
57,84,4,14,380787,97,0,75,4,0
30,87,6,10,331626,45,0,45,3,1
71,92,5,7,466569,45,2,87,7,0
77,81,3,1,160117,42,3,78,1,0
69,53,1,7,259852,92,3,68,2,0
92,38,2,15,206485,70,1,66,1,0
33,66,6,11,837563,82,1,44,4,0
67,82,6,6,160332,97,3,48,5,0
56,53,5,7,654920,38,0,63,5,0
38,50,1,7,793853,80,2,58,2,1
45,69,1,1,803712,77,3,72,3,1
85,91,3,10,260480,78,2,98,4,0
60,99,4,15,711445,47,4,69,6,0
43,98,4,8,309827,39,0,97,6,0
54,43,7,19,781299,83,4,79,2,1
63,71,4,3,802240,44,3,91,2,1
96,79,7,15,865208,40,1,94,9,0
53,90,6,4,398987,69,3,43,2,1
55,33,6,6,571530,76,4,94,2,1
49,46,2,10,138930,49,2,71,3,1
93,86,6,18,523086,51,3,88,9,0
39,77,6,16,468084,77,1,40,6,0
96,73,1,18,318729,45,4,73,6,1
53,74,2,6,944535,34,3,60,5,1
34,62,1,19,140770,94,4,70,7,0
96,60,3,17,736045,50,4,98,4,0
87,76,7,18,130158,90,0,53,3,0
56,35,7,13,713280,84,2,65,7,1
44,63,3,7,409545,53,0,61,1,0
64,82,7,12,609397,52,4,73,6,0
82,43,2,2,603646,40,1,72,2,1
73,45,2,12,932290,76,1,96,2,1
55,72,6,12,848470,31,0,52,8,1
76,41,7,4,277589,99,1,71,3,1
63,99,3,4,971243,82,4,94,9,0
79,48,5,18,754258,40,3,47,4,1
41,70,4,16,865647,44,4,61,6,1
33,82,6,14,106586,41,3,80,1,1
77,58,4,17,877671,65,1,95,3,0
84,99,3,17,906135,52,2,59,4,0
30,88,7,3,847661,56,2,60,5,0
95,93,7,6,700465,43,4,73,1,0
59,53,4,13,661023,83,4,88,4,1
32,45,5,9,297430,56,1,69,5,1
50,81,7,9,198525,50,2,45,4,0
78,35,5,8,926080,78,2,74,7,0
91,66,1,17,312151,91,4,66,8,0
67,33,2,16,584715,73,2,59,8,0
44,67,4,16,398800,73,4,88,3,1
81,70,7,19,785025,90,0,77,5,0
75,43,5,16,768859,71,2,79,8,0
54,80,7,14,962320,52,3,53,7,1
50,94,2,14,875348,30,1,49,9,1
34,81,2,14,119654,65,4,91,7,1
99,59,1,14,831013,84,2,81,2,0
76,86,2,12,754405,45,2,54,4,0
97,59,2,6,186613,47,4,79,8,0
47,71,6,13,615470,67,3,82,9,1
50,40,3,16,562745,96,2,87,7,1
52,56,7,9,643270,49,0,97,5,1
93,53,1,2,462114,48,1,42,1,0
96,68,1,3,181848,42,4,54,9,1
69,47,4,10,996009,46,2,84,6,0
39,74,2,2,179874,59,1,70,2,0
81,41,4,10,392317,72,4,50,2,1
90,78,6,8,137525,77,4,85,1,1
93,60,5,17,127328,72,4,78,4,0
34,51,2,1,242432,95,3,58,2,1
82,73,5,6,216242,82,0,54,9,0
84,93,3,7,466563,63,4,77,2,0
66,54,6,15,596957,42,3,59,9,1
85,80,2,18,646913,85,4,61,1,0
88,36,4,9,207576,88,4,46,7,1
98,35,4,8,275966,61,3,95,6,1
88,53,2,10,852746,83,0,53,6,0
31,48,7,4,116471,31,1,93,2,1
94,38,4,8,402027,66,2,43,1,1
89,65,7,1,848172,62,4,48,8,0
80,69,2,8,889135,30,0,78,8,0
59,53,1,12,307759,57,2,64,2,1
40,77,4,15,282642,46,4,86,4,1
68,92,7,13,585750,86,2,74,4,0
92,98,2,16,300755,99,3,76,2,0
93,82,2,18,951956,81,0,88,9,0
90,83,7,1,829128,73,0,66,4,0
83,71,4,17,639439,76,1,67,4,0
87,74,1,16,569082,42,1,63,4,0
85,43,4,5,149190,59,2,72,5,0
63,58,2,10,570028,95,3,72,8,0
60,35,1,6,680483,82,2,55,4,1
81,36,5,12,950540,47,4,62,3,1
30,66,3,10,773895,57,0,85,1,0
84,82,4,17,464385,33,2,50,2,0
51,47,6,2,991622,71,2,85,4,1
69,67,2,19,405194,35,0,79,9,0
30,88,1,6,395120,38,0,58,1,1
94,30,7,13,100599,49,1,73,6,1
92,97,7,9,551164,67,1,62,6,0
83,73,7,12,359757,97,0,49,3,0
71,76,1,18,946299,79,2,76,9,0
50,64,5,8,365853,89,4,86,3,1
51,89,4,18,356108,42,2,40,1,1
67,81,6,2,411509,71,4,41,2,0
37,37,7,8,367867,97,0,90,4,0
91,70,1,10,998740,54,4,61,4,0
76,32,7,9,548920,60,1,56,2,1
46,98,5,18,601288,41,0,86,6,1
46,43,2,8,782754,93,3,63,6,1
42,55,7,19,426264,90,4,89,3,1
46,99,5,3,372460,82,4,60,1,1
67,87,4,9,780204,55,3,79,9,0
74,69,7,13,544776,90,3,68,4,0
35,80,5,9,206276,39,0,92,9,0
64,34,1,12,907594,41,2,53,5,1
43,61,1,13,915265,51,3,47,7,1
90,30,3,8,358512,82,4,69,3,1
44,83,5,15,676035,50,3,61,3,1
83,40,2,13,190037,64,0,62,8,0
56,82,7,13,218641,56,0,79,1,1
42,37,6,17,831187,89,4,90,8,1
60,54,6,15,219271,76,4,52,8,0
64,69,4,19,341170,95,4,67,3,0
89,61,3,3,832555,44,2,69,1,0
35,57,5,14,417531,53,4,44,9,1
98,32,2,10,649514,39,0,49,4,1
87,91,3,17,992719,53,0,78,7,0
78,56,1,8,499716,86,3,48,9,0
52,74,4,18,613755,63,4,53,3,1
63,54,7,12,101634,70,2,77,5,0
55,90,7,17,769419,69,1,49,3,1
76,73,7,11,563566,40,3,72,5,0
34,75,5,9,740143,30,2,50,2,1
49,43,6,15,366220,59,4,79,4,1
35,37,2,9,993126,72,2,45,2,1
99,77,7,12,877006,55,1,56,3,0
88,43,7,11,662498,82,2,75,5,0
93,94,1,17,228798,76,1,45,9,0
47,36,3,6,781291,38,1,86,3,1
33,78,7,8,132007,38,1,49,6,1
46,84,4,10,253816,30,2,88,4,0
43,42,3,15,261468,73,4,81,4,1
42,85,6,4,450763,88,0,44,5,1
36,85,3,18,595025,85,0,58,7,0
73,44,2,11,805314,80,2,46,4,0
44,86,1,9,166038,45,4,63,8,1
48,87,5,9,505972,67,0,90,9,0
92,64,2,8,835158,40,1,81,9,0
64,45,6,3,351585,54,2,58,9,0
64,37,4,18,607661,88,2,50,2,1
48,74,6,14,503821,58,3,42,3,1
49,69,6,3,599459,69,3,69,5,0
64,83,3,17,777776,37,3,82,1,0
61,43,4,4,942990,35,4,77,4,1
77,88,2,18,530703,74,2,45,5,0
73,82,6,15,730340,82,3,86,9,0
53,56,2,19,455223,50,2,74,8,0
90,76,7,6,196816,86,1,61,1,0
46,35,7,15,497974,35,3,96,3,1
79,84,7,7,997774,92,2,50,3,0
94,73,5,12,794096,35,4,47,6,1
61,47,3,16,832555,82,4,66,4,1
65,45,2,9,617514,33,4,68,4,1
42,41,7,5,427282,38,3,94,1,1
99,49,7,11,150250,98,4,94,4,1
87,74,4,2,402702,33,0,47,1,0
43,93,6,16,939524,87,1,62,5,0
66,88,7,4,437265,66,2,68,3,0
97,51,5,5,222140,35,0,55,5,0
69,76,4,7,324511,80,3,74,3,0
88,58,3,6,230877,79,2,47,5,0
45,74,5,10,942036,43,2,47,4,1
91,38,5,14,355604,40,4,84,9,1
33,53,5,8,661327,39,2,72,6,1
74,44,6,14,432003,90,2,81,2,0
57,65,7,14,716794,42,1,44,1,1
95,42,1,3,462486,63,3,76,1,1
60,73,5,1,804105,89,0,56,1,0
32,65,4,9,891893,80,4,61,9,1
37,90,4,9,140831,34,1,53,5,1
53,69,3,2,151137,61,0,77,4,0
44,56,2,16,920462,41,0,71,5,1
72,30,2,8,236803,81,1,53,9,0
60,63,1,6,121500,42,4,83,3,1
74,97,6,13,306511,83,3,59,3,0
95,50,7,1,657405,83,1,61,2,0
37,62,6,19,194138,70,1,69,8,0
86,36,7,15,262246,77,1,93,7,0
59,94,5,1,657496,80,4,72,2,1
47,32,7,10,446872,76,1,44,4,1
98,80,1,1,572651,79,1,57,7,0
68,83,3,12,184482,75,2,85,1,0
89,88,3,11,125960,67,2,46,1,0
72,35,2,17,878527,42,2,68,8,0
74,58,3,4,720630,51,2,96,6,0
52,46,5,7,348093,31,1,86,2,1
98,89,4,12,732206,42,2,48,1,0
35,51,3,13,476905,86,0,86,3,0
85,53,1,5,126038,63,3,98,4,0
33,80,5,6,746520,48,2,87,5,1
52,79,3,2,434629,38,4,80,3,1
35,40,6,7,820014,62,3,98,5,1
61,85,7,14,560957,56,0,46,7,0
47,71,3,14,682061,74,3,46,9,1
44,68,6,10,707679,31,3,88,5,0
69,98,5,4,152633,86,0,82,4,0
35,77,3,3,250636,86,2,98,9,0
92,86,6,14,132803,45,0,45,8,0
96,50,4,6,850681,35,4,85,5,0
40,49,2,15,229997,43,0,86,9,1
72,44,5,8,728126,56,1,92,9,0
46,98,6,5,552557,67,1,79,1,0
33,80,1,3,909977,48,3,95,6,1
92,91,3,3,162759,66,2,66,5,0
97,66,6,13,206313,33,2,43,6,0
70,35,7,2,962920,87,1,40,3,1
34,55,6,1,479949,38,4,45,3,1
61,37,6,12,299143,69,0,97,5,0
99,33,7,8,940298,44,0,70,7,0
64,50,2,19,489289,33,0,40,4,0
51,60,7,9,432643,81,4,92,6,1
94,50,7,14,702531,47,4,44,5,1
51,54,1,18,818513,82,0,58,2,1
40,44,7,10,243932,88,0,44,1,1
32,64,1,9,572999,83,4,93,6,1
38,78,4,6,182946,70,0,44,5,1
89,72,7,1,742641,89,4,88,9,0
43,70,2,5,117670,33,3,70,7,1
47,66,7,10,184766,68,1,99,1,0
52,86,6,13,189694,36,1,83,6,1
76,71,5,4,572639,52,4,46,7,0
98,76,2,1,790421,92,0,54,3,0
76,90,7,2,675052,94,1,90,9,0
59,43,2,4,385954,70,2,94,2,1
54,97,1,17,209660,73,0,92,1,1
57,82,4,10,339394,74,4,52,9,1
54,63,4,12,977326,98,2,51,7,1
87,53,2,2,538804,80,4,58,1,1
70,49,2,3,902365,94,0,52,4,1
54,98,7,14,364091,83,3,66,3,1
77,59,3,15,906147,85,3,77,7,0
39,36,6,13,655244,69,3,72,5,1
40,65,1,9,318252,87,0,45,9,1
50,67,6,2,705134,44,0,52,3,1
74,81,5,19,843346,48,2,52,6,0
36,44,5,16,902735,39,0,52,2,1
93,75,4,11,737606,45,0,59,3,0
93,52,1,12,910463,72,2,75,4,0
31,41,6,1,719074,60,2,76,6,1
71,73,4,2,187389,45,4,84,1,0
83,44,5,16,511193,57,1,48,6,0
45,78,2,2,404851,91,1,56,4,0
47,50,1,19,507681,49,4,74,8,1
88,44,1,10,437905,64,3,98,9,1
45,43,6,19,599224,88,0,91,8,1
35,71,7,10,876202,38,2,57,8,1
86,44,3,16,247712,39,2,64,2,1
76,92,6,13,393679,74,3,98,2,0
77,97,2,16,532496,44,2,54,6,0
71,56,7,18,627279,59,3,62,5,0
89,82,7,8,773161,77,4,40,6,0
33,81,7,18,713968,69,3,80,9,1
31,92,2,13,370109,73,1,77,7,0
88,82,4,7,506946,75,3,57,5,0
56,86,1,18,129553,35,4,40,7,1
56,81,4,6,480946,53,3,93,8,1
36,72,2,9,632589,36,4,78,1,1
92,36,3,6,381080,35,1,49,7,1
75,71,1,18,338625,62,0,70,4,0
92,33,2,17,613311,67,4,77,5,1
41,98,3,12,769515,73,0,46,2,1
42,34,6,3,490122,46,4,77,5,1
72,70,5,5,227230,60,3,47,9,0
46,33,7,7,148848,66,0,73,1,1
92,31,2,10,364186,40,4,48,3,1
65,96,5,10,802962,34,4,64,4,0
37,50,4,19,923692,93,0,66,9,0
98,99,5,4,398470,32,4,80,2,1
65,72,2,10,142581,85,0,46,7,0
57,98,5,18,234730,92,1,71,9,0
76,38,7,3,706143,67,2,48,4,1
59,57,1,3,446758,83,1,56,5,1
52,55,2,5,988620,31,0,74,4,0
45,32,3,16,792908,31,3,87,7,1
43,78,5,13,775028,41,3,55,8,1
81,46,1,11,335328,69,2,41,8,1
66,92,7,13,662162,31,0,82,3,0
58,84,4,19,675606,86,4,70,2,1
96,52,4,6,923597,76,1,55,6,0
44,63,7,13,623548,65,1,86,1,0
76,98,5,4,587650,33,2,72,9,0
75,44,4,5,294042,53,2,60,7,0
81,76,3,19,943252,91,2,56,8,0
48,32,2,5,931843,31,2,74,7,1
50,57,1,14,588124,44,2,93,5,1
93,32,6,4,573574,78,2,93,5,0
66,33,5,12,971744,64,4,90,7,1
56,60,4,6,329014,76,4,91,7,1
84,74,2,19,307070,53,1,46,2,0
58,88,6,10,660767,89,1,93,2,0
49,74,3,1,986322,77,2,68,7,0
54,66,4,16,863070,52,1,50,5,1
99,94,4,4,139906,41,2,69,2,0
92,38,1,9,753811,70,4,57,1,1
65,46,3,18,697486,58,3,96,9,1
31,94,3,17,697228,99,4,85,8,1
51,32,5,15,371686,80,0,55,2,1
45,55,6,19,574656,52,4,45,2,1
47,82,1,7,914206,60,0,41,3,1
98,60,5,18,501772,50,1,94,4,0
83,55,1,6,349699,53,4,82,9,0
59,52,3,19,277195,38,3,82,6,1
74,59,1,12,178342,51,4,97,3,0
48,39,1,3,480031,33,4,49,8,1
63,93,1,1,797946,32,4,43,6,1
42,51,2,5,750369,57,2,88,8,0
72,44,2,1,114864,44,4,49,2,1
91,85,6,8,719840,37,4,48,8,1
51,49,6,7,360281,77,3,84,5,1
81,76,7,15,421133,81,0,82,4,0
81,82,3,11,680381,84,0,81,3,0
65,82,1,18,133749,66,3,63,9,0
48,30,3,14,159739,33,1,44,7,1
67,31,2,9,274068,84,4,74,7,1
99,87,1,5,595072,41,1,43,6,0
86,48,5,4,903737,48,3,74,9,1
49,91,2,12,177474,86,1,81,3,1
38,41,2,1,378462,66,0,95,1,1
61,55,2,13,152810,36,2,52,7,0
33,56,7,1,316987,84,1,76,9,0
79,58,1,3,221752,57,2,71,6,0
34,44,6,8,793180,66,1,84,2,1
49,75,4,18,161800,90,3,98,8,1
66,30,5,16,695230,68,2,95,9,0
51,89,5,16,907093,52,1,40,8,0
87,86,3,2,183394,81,3,96,9,0
97,32,1,17,655104,40,0,50,1,1
73,47,6,10,112850,95,4,65,3,1
63,81,2,7,533082,42,3,42,3,1
71,89,4,10,415063,70,3,88,9,0
38,63,1,19,127428,78,0,90,3,1
36,89,1,9,467167,44,2,52,1,1
97,55,7,17,476304,85,1,71,3,0
48,48,6,9,731186,83,2,87,2,1
60,51,4,9,813851,60,3,89,9,0
64,62,2,5,526596,90,1,62,1,0
86,67,1,7,959254,87,4,97,2,0
90,64,5,11,437748,89,4,91,1,0
60,96,5,8,830701,82,1,62,9,0
82,39,4,14,496233,90,3,90,7,1
61,44,2,2,842068,71,0,69,1,1
95,40,4,10,634214,58,2,45,6,0
88,53,1,16,406652,56,2,94,5,0
39,33,7,16,254558,73,0,46,5,1
31,42,7,19,750087,34,0,86,4,1
95,86,5,11,195933,81,4,69,3,0
89,66,7,6,522727,82,0,76,8,0
46,77,3,6,487174,81,1,87,7,0
45,30,4,7,864236,67,4,71,5,1
45,89,7,16,738829,73,3,45,9,1
75,41,3,13,896434,82,4,74,7,1
68,50,3,3,935018,31,4,71,2,0
60,40,6,9,168737,83,2,51,7,1
30,73,5,3,491301,64,0,43,7,0
40,87,4,6,557884,75,1,71,4,0
33,73,3,17,913480,84,0,98,8,0
55,63,1,3,588882,40,2,93,4,1
79,54,7,2,795684,58,0,74,7,0
41,33,6,12,490056,98,1,87,4,1
94,93,2,6,822237,92,0,55,8,0
76,45,7,10,703805,76,2,94,3,0
82,39,7,11,567448,36,1,90,2,1
31,95,7,16,614918,93,0,54,6,1
53,64,6,16,507741,93,2,80,7,0
33,35,2,18,745731,41,2,91,7,1
48,48,5,9,676922,41,4,41,6,1
55,88,4,19,587377,65,1,45,8,0
69,82,4,2,947923,58,1,53,6,0
79,37,2,1,746704,40,0,80,6,0
72,39,7,16,367709,82,4,68,3,1
96,96,1,18,442627,99,1,81,2,0
41,67,2,3,615515,76,2,65,7,0
96,58,2,1,326685,62,1,57,6,0
56,44,4,6,992666,96,4,86,1,1
83,52,3,19,172053,72,3,43,2,1
95,75,1,19,638575,47,2,76,2,0
78,57,4,11,439509,82,1,96,1,0
45,55,6,8,757782,68,2,94,3,0
31,39,2,5,915492,63,0,92,5,0
89,76,3,9,665921,66,2,77,4,0
83,33,1,15,467395,70,1,64,2,1
59,84,5,14,113790,78,0,86,8,0
67,95,1,4,755347,39,0,91,9,0
57,96,1,8,518384,69,0,68,8,0
54,36,7,17,779379,47,3,73,7,1
39,84,2,2,274811,54,3,55,2,1
89,60,2,16,627956,70,0,76,6,0
71,48,5,10,438424,65,1,69,4,0
69,57,5,2,915186,31,0,62,5,0
71,57,5,11,185058,78,0,99,9,0
76,48,4,10,628797,96,2,75,9,0
66,49,4,19,348553,82,2,67,4,0
51,42,2,14,743269,48,2,40,8,1
86,72,2,11,884642,55,4,47,5,0
56,40,5,9,175440,83,2,92,9,1
70,77,4,7,126921,80,2,81,2,0
63,44,3,15,416695,54,1,54,4,0
61,46,4,17,116683,46,3,73,3,1
95,83,2,3,177952,90,3,58,7,0
41,79,4,15,639121,75,3,83,2,1
69,57,2,14,118290,84,4,69,3,0
39,33,5,8,638291,79,0,49,9,1
77,51,7,4,336835,40,2,83,8,0
49,68,5,10,485230,41,1,97,2,1
68,63,5,2,171656,69,4,92,6,0
89,73,3,14,665541,77,3,66,3,0
95,71,7,8,282097,85,4,59,6,0
94,69,3,10,974454,37,1,64,5,0
80,41,2,18,849230,43,4,48,4,1
65,31,1,15,302780,85,3,79,7,1
53,57,6,5,515922,83,0,73,7,0
56,96,3,13,839368,46,3,60,4,1
31,39,2,18,973663,74,3,63,3,1
60,86,7,2,204791,34,3,95,4,0
86,66,4,13,831951,32,4,46,2,1
95,93,7,14,657004,38,1,43,4,0
58,69,5,10,369024,49,3,90,4,1
44,89,5,4,612625,50,4,47,5,1
41,77,5,15,915381,62,1,95,1,0
57,48,2,8,578562,34,0,52,2,1
53,62,5,15,690352,53,3,97,8,1
50,73,3,14,667381,92,2,60,8,0
39,66,4,9,577060,55,4,74,8,1
47,65,5,3,253916,62,0,44,5,1
43,50,2,15,777720,47,0,91,8,0
63,31,4,17,187941,47,0,47,9,1
87,60,5,16,751956,67,4,41,4,0
51,59,1,4,224240,62,1,98,4,1
99,73,5,11,848688,56,2,63,7,0
65,41,6,8,667610,78,1,81,5,0
74,80,7,3,545862,79,3,93,1,0
65,78,3,19,410325,44,2,55,8,0
51,53,4,14,261661,81,1,43,4,0
90,53,3,9,880207,97,3,98,8,0
85,89,1,3,450116,48,2,69,2,0
62,40,1,4,998863,54,4,85,4,1
74,42,6,4,976611,54,3,69,2,1
65,93,3,11,183562,62,1,74,5,0
49,49,4,19,836589,89,2,81,8,1
47,57,1,16,858860,66,3,52,7,1
67,31,1,17,244922,72,3,76,5,1
96,72,5,10,139767,38,4,93,7,0
52,37,6,17,107322,43,3,88,5,1
45,42,7,16,922343,32,2,88,7,1
88,64,2,6,801940,98,0,50,4,0
98,52,7,7,543838,85,2,97,4,0
97,75,7,14,851283,55,2,58,4,0
50,44,1,11,629966,82,4,57,8,1
99,31,4,12,165265,70,4,99,1,1
41,90,4,14,166918,50,3,56,5,1
45,93,5,5,520722,68,4,50,2,1
43,81,4,5,535512,52,3,54,4,1
90,65,5,15,590600,87,0,47,5,0
75,96,1,1,270954,98,1,83,8,0
61,98,1,9,946942,58,4,68,2,1
44,96,7,3,928634,91,4,56,2,1
73,76,1,4,232777,82,0,65,2,0
46,31,1,16,826893,74,4,95,8,1
70,73,2,7,974415,56,0,44,3,0
83,93,6,14,602911,63,3,43,5,0
73,57,7,16,452160,43,4,95,2,0
34,83,7,18,917483,70,4,63,6,1
56,96,6,16,479426,89,3,50,6,1
72,65,2,16,439809,71,4,69,2,0
60,92,1,2,224559,80,2,79,4,0
46,54,4,10,543683,40,0,87,2,1
83,77,5,7,524001,64,1,87,4,0
91,68,7,15,653690,48,2,74,7,0
61,76,6,9,600279,94,1,83,5,0
69,50,3,7,364848,90,2,95,4,0
42,59,5,16,913459,76,2,84,3,0
64,60,3,3,159092,43,2,72,6,0
34,55,3,17,892157,96,0,75,2,0
58,51,7,8,688393,81,1,60,4,0
99,50,1,2,780583,61,3,77,8,0
54,30,3,3,454449,39,3,44,2,1
51,66,1,8,258456,46,4,44,9,1
95,75,2,2,162993,69,0,60,2,0
74,38,4,19,984113,97,0,64,8,0
98,46,3,17,853788,92,0,49,8,1
30,76,7,5,470177,44,2,97,7,1
73,88,4,17,654315,68,0,58,6,0
68,83,1,10,711305,86,3,71,1,0
83,41,3,9,596327,39,0,57,2,1
58,93,5,6,118354,46,2,97,7,0
83,35,7,11,935209,46,1,73,4,0
45,82,2,2,315754,45,0,87,9,1
49,45,6,12,252973,32,1,54,3,1
75,34,2,12,936398,80,4,63,4,1
96,75,3,16,849623,75,2,44,3,0
94,43,7,12,624201,84,0,92,7,0
87,73,2,18,902947,55,4,93,2,0
82,92,6,13,722986,60,4,71,2,0
30,81,5,15,103573,48,1,48,2,1
95,55,4,16,467554,97,3,94,4,0
58,82,5,4,584260,44,3,44,8,1
99,58,2,12,613529,87,3,44,8,0
37,48,6,17,584737,59,3,97,8,1
58,76,4,1,143915,77,2,80,8,0
80,37,7,18,367204,85,0,80,7,0
62,52,6,16,280166,71,0,73,6,0
32,64,5,1,229471,53,2,46,7,1
89,82,1,10,155421,81,1,65,5,0
64,87,1,19,145610,72,0,40,8,0
98,34,4,16,635221,63,4,91,2,1
49,45,4,14,172168,89,0,73,5,1
68,46,4,2,406042,32,2,65,7,0
